# field_1, field_2, field_3
-3.78605625777e+14, 0, 0
-3.83583904482e+14, 0, 0
-3.88634749563e+14, 0, 0
-3.93757925173e+14, 0, 0
-3.9895091979e+14, 0, 0
-4.04209479577e+14, 0, 0
-4.09527996238e+14, 0, 0
-4.14899675779e+14, 0, 0
-4.2031668116e+14, 0, 0
-4.25770280834e+14, 0, 0
-4.31250944672e+14, 0, 0
-4.36748529735e+14, 0, 0
-4.42252391785e+14, 0, 0
-4.47751520844e+14, 0, 0
-4.53234525358e+14, 0, 0
-4.58689792387e+14, 0, 0
-4.6410633931e+14, 0, 0
-4.69473532801e+14, 0, 0
-4.74780940571e+14, 0, 0
-4.80018367025e+14, 0, 0
-4.85175879479e+14, 0, 0
-4.90244224937e+14, 0, 0
-4.95214896194e+14, 0, 0
-5.00079622843e+14, 0, 0
-5.04830347751e+14, 0, 0
-5.09459198609e+14, 0, 0
-5.13958471724e+14, 0, 0
-5.18320635775e+14, 0, 0
-5.22538341757e+14, 0, 0
-5.26604429302e+14, 0, 0
-5.30511945466e+14, 0, 0
-5.34254176438e+14, 0, 0
-5.37824676833e+14, 0, 0
-5.41213297178e+14, 0, 0
-5.41185006564e+14, 0, 0
-5.43888249447e+14, 0, 0
-5.4669674829e+14, 0, 0
-5.49307932419e+14, 0, 0
-5.5171766984e+14, 0, 0
-5.53922191129e+14, 0, 0
-5.55918121842e+14, 0, 0
-5.57702625104e+14, 0, 0
-5.59273434013e+14, 0, 0
-5.60628873931e+14, 0, 0
-5.61767878822e+14, 0, 0
-5.62689977639e+14, 0, 0
-5.63395285154e+14, 0, 0
-5.63884524322e+14, 0, 0
-5.64158979904e+14, 0, 0
-5.64220476513e+14, 0, 0
-5.64071360995e+14, 0, 0
-5.63718634575e+14, 0, 0
-5.66483133805e+14, 0, 0
-5.66024803144e+14, 0, 0
-5.6505696771e+14, 0, 0
-5.63897089858e+14, 0, 0
-5.62550681692e+14, 0, 0
-5.61023688068e+14, 0, 0
-5.59322443441e+14, 0, 0
-5.57453578216e+14, 0, 0
-5.55423982957e+14, 0, 0
-5.53240807852e+14, 0, 0
-5.50911527621e+14, 0, 0
-5.48443861632e+14, 0, 0
-5.45845716955e+14, 0, 0
-5.43125178163e+14, 0, 0
-5.40290520384e+14, 0, 0
-5.37350681257e+14, 0, 0
-5.34315351104e+14, 0, 0
-5.3119444432e+14, 0, 0
-5.27998023902e+14, 0, 0
-5.24736155773e+14, 0, 0
-5.21419076755e+14, 0, 0
-5.18057769068e+14, 0, 0
-5.14663022953e+14, 0, 0
-5.11245103292e+14, 0, 0
-5.0781395099e+14, 0, 0
-5.0437908515e+14, 0, 0
-5.00949484998e+14, 0, 0
-4.97533466719e+14, 0, 0
-4.94138555878e+14, 0, 0
-4.90771365522e+14, 0, 0
-4.87437491528e+14, 0, 0
-4.84141318796e+14, 0, 0
-4.80885251256e+14, 0, 0
-4.77669777301e+14, 0, 0
-4.74494203331e+14, 0, 0
-4.71356802022e+14, 0, 0
-4.68254963843e+14, 0, 0
-4.65185372704e+14, 0, 0
-4.62144198551e+14, 0, 0
-4.59127297011e+14, 0, 0
-4.56130394195e+14, 0, 0
-4.5314930708e+14, 0, 0
-4.5018020926e+14, 0, 0
-4.47219829922e+14, 0, 0
-4.44265638241e+14, 0, 0
-4.41316016625e+14, 0, 0
-4.38370422886e+14, 0, 0
-4.3542954469e+14, 0, 0
-4.32495453352e+14, 0, 0
-4.29571764721e+14, 0, 0
-4.26663711218e+14, 0, 0
-4.23777707423e+14, 0, 0
-4.2092041004e+14, 0, 0
-4.18099291679e+14, 0, 0
-4.15322771144e+14, 0, 0
-4.12600085807e+14, 0, 0
-4.09940089535e+14, 0, 0
-4.07348913515e+14, 0, 0
-4.04831041129e+14, 0, 0
-4.02389117103e+14, 0, 0
-4.00023537585e+14, 0, 0
-3.97732036109e+14, 0, 0
-3.95509439083e+14, 0, 0
-3.93347556315e+14, 0, 0
-3.91235207873e+14, 0, 0
-3.89158414635e+14, 0, 0
-3.87100898399e+14, 0, 0
-3.85046356987e+14, 0, 0
-3.82982074191e+14, 0, 0
-3.80897668901e+14, 0, 0
-3.78785180118e+14, 0, 0
-3.76639103676e+14, 0, 0
-3.74456328153e+14, 0, 0
-3.72236022682e+14, 0, 0
-3.69979468346e+14, 0, 0
-3.67689880926e+14, 0, 0
-3.65372272557e+14, 0, 0
-3.6303354213e+14, 0, 0
-3.60611555104e+14, 0, 0
-3.57813817716e+14, 0, 0
-3.5468741347e+14, 0, 0
-3.51889604055e+14, 0, 0
-3.49748764997e+14, 0, 0
-3.4819712737e+14, 0, 0
-3.46711864986e+14, 0, 0
-3.44839093836e+14, 0, 0
-3.42825439605e+14, 0, 0
-3.40891651384e+14, 0, 0
-3.39057523764e+14, 0, 0
-3.37325541638e+14, 0, 0
-3.35689277559e+14, 0, 0
-3.34135225007e+14, 0, 0
-3.32643462964e+14, 0, 0
-3.31188136424e+14, 0, 0
-3.29738740196e+14, 0, 0
-3.28262145425e+14, 0, 0
-3.26727329715e+14, 0, 0
-3.25114895223e+14, 0, 0
-3.23414152344e+14, 0, 0
-3.21621232703e+14, 0, 0
-3.19738504207e+14, 0, 0
-3.17773284336e+14, 0, 0
-3.15735620948e+14, 0, 0
-3.13637555764e+14, 0, 0
-3.11492348873e+14, 0, 0
-3.09307868875e+14, 0, 0
-3.06876545638e+14, 0, 0
-3.03868542603e+14, 0, 0
-3.00464916049e+14, 0, 0
-2.97485805388e+14, 0, 0
-2.95298252288e+14, 0, 0
-2.93941261742e+14, 0, 0
-2.93094963019e+14, 0, 0
-2.92026600569e+14, 0, 0
-2.9042849772e+14, 0, 0
-2.8866761015e+14, 0, 0
-2.87009041104e+14, 0, 0
-2.85469133647e+14, 0, 0
-2.84045892866e+14, 0, 0
-2.82721863759e+14, 0, 0
-2.81464431386e+14, 0, 0
-2.80231321774e+14, 0, 0
-2.7897458301e+14, 0, 0
-2.77647549675e+14, 0, 0
-2.76219916917e+14, 0, 0
-2.74677666113e+14, 0, 0
-2.73018743886e+14, 0, 0
-2.71250192715e+14, 0, 0
-2.69384855685e+14, 0, 0
-2.67437474856e+14, 0, 0
-2.65335956494e+14, 0, 0
-2.62866225234e+14, 0, 0
-2.59954602584e+14, 0, 0
-2.56979045109e+14, 0, 0
-2.54357218125e+14, 0, 0
-2.52244769569e+14, 0, 0
-2.50659630931e+14, 0, 0
-2.49498537051e+14, 0, 0
-2.48377984891e+14, 0, 0
-2.46933400891e+14, 0, 0
-2.45211130173e+14, 0, 0
-2.43468983854e+14, 0, 0
-2.41833488329e+14, 0, 0
-2.40321441138e+14, 0, 0
-2.38942659515e+14, 0, 0
-2.37696904359e+14, 0, 0
-2.36567521836e+14, 0, 0
-2.35514259159e+14, 0, 0
-2.34481740269e+14, 0, 0
-2.33409171244e+14, 0, 0
-2.32150122365e+14, 0, 0
-2.30428876599e+14, 0, 0
-2.28114869427e+14, 0, 0
-2.25350131989e+14, 0, 0
-2.22659402009e+14, 0, 0
-2.20400728827e+14, 0, 0
-2.18688318136e+14, 0, 0
-2.17541097308e+14, 0, 0
-2.16847399092e+14, 0, 0
-2.16359918825e+14, 0, 0
-2.15563769536e+14, 0, 0
-2.14253915509e+14, 0, 0
-2.12606703122e+14, 0, 0
-2.10890756375e+14, 0, 0
-2.092106191e+14, 0, 0
-2.07577403937e+14, 0, 0
-2.06003753535e+14, 0, 0
-2.04505038624e+14, 0, 0
-2.03098742671e+14, 0, 0
-2.0000225786e+14, 0, 0
-nan, 0, 0
-1.90835599836e+14, 0, 0
-1.89993579656e+14, 0, 0
-1.89231537757e+14, 0, 0
-1.88493364272e+14, 0, 0
-1.87709448401e+14, 0, 0
-1.86832491761e+14, 0, 0
-1.85842896312e+14, 0, 0
-1.84739738119e+14, 0, 0
-1.83535769587e+14, 0, 0
-1.82250572639e+14, 0, 0
-1.80906187822e+14, 0, 0
-1.79522152852e+14, 0, 0
-1.78109728434e+14, 0, 0
-1.76680312172e+14, 0, 0
-nan, 0, 0
-nan, 0, 0
-1.77926506082e+14, 0, 0
-1.76047319791e+14, 0, 0
-1.73807396219e+14, 0, 0
-1.7128983723e+14, 0, 0
-1.68834319658e+14, 0, 0
-1.66738194097e+14, 0, 0
-1.65978721267e+14, 0, 0
-7.97782884099e+13, 0, 0
-8.01017440844e+13, 0, 0
-8.06235159229e+13, 0, 0
-8.12133473215e+13, 0, 0
-8.18010353667e+13, 0, 0
-8.22512021978e+13, 0, 0
-8.25290820363e+13, 0, 0
-8.27902780514e+13, 0, 0
-8.32366465762e+13, 0, 0
-8.39270229869e+13, 0, 0
-8.48718394665e+13, 0, 0
-8.60068958061e+13, 0, 0
-8.71448613769e+13, 0, 0
-8.80639649181e+13, 0, 0
-8.87759890163e+13, 0, 0
-8.93995579596e+13, 0, 0
-8.99949820531e+13, 0, 0
-nan, 0, 0
-1.00447401434e+14, 0, 0
-1.01062401703e+14, 0, 0
-1.01611116698e+14, 0, 0
-1.02089616035e+14, 0, 0
-1.0250211092e+14, 0, 0
-1.02864000938e+14, 0, 0
-1.03206615561e+14, 0, 0
-1.03574054956e+14, 0, 0
-1.04007497278e+14, 0, 0
-1.04533752857e+14, 0, 0
-1.05162532462e+14, 0, 0
-1.05891942852e+14, 0, 0
-1.06712661414e+14, 0, 0
-1.07611779762e+14, 0, 0
-1.08575176003e+14, 0, 0
-1.09589322598e+14, 0, 0
-1.10629476866e+14, 0, 0
-1.11604883985e+14, 0, 0
-1.12399002381e+14, 0, 0
-1.12948795299e+14, 0, 0
-1.13327653956e+14, 0, 0
-1.13743622419e+14, 0, 0
-1.14325906987e+14, 0, 0
-1.15133650203e+14, 0, 0
-1.16206318464e+14, 0, 0
-1.17529927797e+14, 0, 0
-1.19068074994e+14, 0, 0
-1.20724962403e+14, 0, 0
-1.22289037357e+14, 0, 0
-1.23585634263e+14, 0, 0
-1.24589636339e+14, 0, 0
-1.25364416669e+14, 0, 0
-1.26017931982e+14, 0, 0
-1.26631869674e+14, 0, 0
-1.27237809451e+14, 0, 0
-1.27870837137e+14, 0, 0
-1.28563888079e+14, 0, 0
-1.29343765453e+14, 0, 0
-1.30226574115e+14, 0, 0
-1.31215315851e+14, 0, 0
-1.32264606312e+14, 0, 0
-1.33247628513e+14, 0, 0
-1.34209590427e+14, 0, 0
-1.35378287388e+14, 0, 0
-1.36846748447e+14, 0, 0
-1.38581680457e+14, 0, 0
-1.40336895627e+14, 0, 0
-1.41936830936e+14, 0, 0
-1.43471699251e+14, 0, 0
-1.45011299729e+14, 0, 0
-1.46550555764e+14, 0, 0
-1.48080538429e+14, 0, 0
-1.49591580477e+14, 0, 0
-1.51074450462e+14, 0, 0
-1.52520954232e+14, 0, 0
-1.53890643246e+14, 0, 0
-1.55039550831e+14, 0, 0
-1.5586635747e+14, 0, 0
-1.56406334376e+14, 0, 0
-1.56917950355e+14, 0, 0
-1.57626969817e+14, 0, 0
-1.58624808124e+14, 0, 0
-1.59965431181e+14, 0, 0
-1.61636003221e+14, 0, 0
-1.63556041595e+14, 0, 0
-1.65470199517e+14, 0, 0
-1.67177734978e+14, 0, 0
-1.68717533496e+14, 0, 0
-1.7023147482e+14, 0, 0
-1.71832023085e+14, 0, 0
-1.73529973174e+14, 0, 0
-1.75318719653e+14, 0, 0
-1.77190226957e+14, 0, 0
-1.79135743801e+14, 0, 0
-1.81146075298e+14, 0, 0
-1.83210627403e+14, 0, 0
-1.8531910116e+14, 0, 0
-1.87462497295e+14, 0, 0
-1.89632883036e+14, 0, 0
-1.91822415135e+14, 0, 0
-1.94022426023e+14, 0, 0
-1.96224976315e+14, 0, 0
-1.98423467614e+14, 0, 0
-2.00612705265e+14, 0, 0
-2.02788664171e+14, 0, 0
-2.04948614685e+14, 0, 0
-2.07091415068e+14, 0, 0
-2.09217663956e+14, 0, 0
-2.11330296077e+14, 0, 0
-2.13434495529e+14, 0, 0
-2.15537180093e+14, 0, 0
-2.17646924497e+14, 0, 0
-2.19774122537e+14, 0, 0
-2.21931937903e+14, 0, 0
-2.24134175899e+14, 0, 0
-2.26393020769e+14, 0, 0
-2.28718596117e+14, 0, 0
-2.31118669747e+14, 0, 0
-2.33598299139e+14, 0, 0
-2.36160090728e+14, 0, 0
-2.38804394436e+14, 0, 0
-2.41529362065e+14, 0, 0
-2.44285065832e+14, 0, 0
-2.46903581103e+14, 0, 0
-2.49328236451e+14, 0, 0
-2.51827438447e+14, 0, 0
-2.54663524063e+14, 0, 0
-2.5792401514e+14, 0, 0
-2.61567839441e+14, 0, 0
-2.65297021018e+14, 0, 0
-2.68797188672e+14, 0, 0
-2.72084606101e+14, 0, 0
-2.75341830247e+14, 0, 0
-2.78618474805e+14, 0, 0
-2.81913806931e+14, 0, 0
-2.85227533371e+14, 0, 0
-2.88560235349e+14, 0, 0
-2.91913303541e+14, 0, 0
-2.95288865578e+14, 0, 0
-2.98689701943e+14, 0, 0
-3.02119132815e+14, 0, 0
-3.05580895821e+14, 0, 0
-3.09079031211e+14, 0, 0
-3.12617825692e+14, 0, 0
-3.16201513804e+14, 0, 0
-3.19834034453e+14, 0, 0
-3.23518862134e+14, 0, 0
-3.27258861546e+14, 0, 0
-3.31055993318e+14, 0, 0
-3.34910818286e+14, 0, 0
-3.38822778656e+14, 0, 0
-3.42790335126e+14, 0, 0
-3.46811040181e+14, 0, 0
-3.50881563734e+14, 0, 0
-3.54997766921e+14, 0, 0
-3.59154807953e+14, 0, 0
-3.63347273272e+14, 0, 0
-3.67569209134e+14, 0, 0
-3.71814265234e+14, 0, 0
-3.76075756093e+14, 0, 0
-3.80347005066e+14, 0, 0
-3.84621817802e+14, 0, 0
-3.88894197368e+14, 0, 0
-3.93158310342e+14, 0, 0
-3.97408508744e+14, 0, 0
-4.01639455567e+14, 0, 0
-4.05846435776e+14, 0, 0
-4.10025034267e+14, 0, 0
-4.14171021768e+14, 0, 0
-4.18280327699e+14, 0, 0
-4.22349025587e+14, 0, 0
-4.26373492905e+14, 0, 0
-4.30350355819e+14, 0, 0
-4.34276293693e+14, 0, 0
-4.38148000828e+14, 0, 0
-4.41962163841e+14, 0, 0
-4.45715440189e+14, 0, 0
-4.49404440408e+14, 0, 0
-4.53025714208e+14, 0, 0
-4.56575740379e+14, 0, 0
-4.60050920528e+14, 0, 0
-4.63447576638e+14, 0, 0
-4.66761951771e+14, 0, 0
-4.69990140532e+14, 0, 0
-4.73128077418e+14, 0, 0
-4.76171645259e+14, 0, 0
-4.79116708611e+14, 0, 0
-4.81959130538e+14, 0, 0
-4.84694778182e+14, 0, 0
-4.87319579664e+14, 0, 0
-4.89829543314e+14, 0, 0
-4.92220763693e+14, 0, 0
-4.94489486136e+14, 0, 0
-4.96632133472e+14, 0, 0
-4.98645325804e+14, 0, 0
-5.00525970704e+14, 0, 0
-5.02271377831e+14, 0, 0
-5.03879200669e+14, 0, 0
-5.05347431554e+14, 0, 0
-5.06674419004e+14, 0, 0
-5.07858891702e+14, 0, 0
-5.08900015555e+14, 0, 0
-5.09797356533e+14, 0, 0
-5.10550877759e+14, 0, 0
-5.1116101238e+14, 0, 0
-5.1162859637e+14, 0, 0
-5.11954828726e+14, 0, 0
-5.12141252609e+14, 0, 0
-5.12189735509e+14, 0, 0
-5.12102447021e+14, 0, 0
-5.11881834435e+14, 0, 0
-5.11530596522e+14, 0, 0
-5.11051660474e+14, 0, 0
-5.10448164642e+14, 0, 0
-5.09723414115e+14, 0, 0
-5.08880847128e+14, 0, 0
-5.07924005765e+14, 0, 0
-5.06856507086e+14, 0, 0
-5.05682021263e+14, 0, 0
-5.04404248637e+14, 0, 0
-5.03026899185e+14, 0, 0
-5.015536753e+14, 0, 0
-4.99988258169e+14, 0, 0
-4.98334298119e+14, 0, 0
-4.96595409264e+14, 0, 0
-4.94775168713e+14, 0, 0
-4.92877120525e+14, 0, 0
-4.90904784248e+14, 0, 0
-4.88861662719e+14, 0, 0
-4.86751271013e+14, 0, 0
-4.8457736261e+14, 0, 0
-4.82343938238e+14, 0, 0
-4.80055068997e+14, 0, 0
-4.77714908479e+14, 0, 0
-4.75327703043e+14, 0, 0
-4.72897810865e+14, 0, 0
-4.70429880232e+14, 0, 0
-4.67929166172e+14, 0, 0
-4.65401182039e+14, 0, 0
-4.62851553455e+14, 0, 0
-4.60285930606e+14, 0, 0
-4.57710100197e+14, 0, 0
-4.55130243185e+14, 0, 0
-4.52552091109e+14, 0, 0
-4.49980870188e+14, 0, 0
-4.47421397083e+14, 0, 0
-4.44877909687e+14, 0, 0
-4.42354095967e+14, 0, 0
-4.39853061103e+14, 0, 0
-4.37377256639e+14, 0, 0
-4.34928414428e+14, 0, 0
-4.32507471045e+14, 0, 0
-4.30114333509e+14, 0, 0
-4.277475472e+14, 0, 0
-4.25404919568e+14, 0, 0
-4.23083759729e+14, 0, 0
-4.20781004255e+14, 0, 0
-4.18493345565e+14, 0, 0
-4.1621736419e+14, 0, 0
-4.13949674069e+14, 0, 0
-4.11687046795e+14, 0, 0
-4.09426521388e+14, 0, 0
-4.07165556829e+14, 0, 0
-4.04902145452e+14, 0, 0
-4.02634905582e+14, 0, 0
-4.00363166331e+14, 0, 0
-3.98087046814e+14, 0, 0
-3.95807532209e+14, 0, 0
-3.93526547126e+14, 0, 0
-3.91247024058e+14, 0, 0
-3.88972856157e+14, 0, 0
-3.86708791114e+14, 0, 0
-3.84459726772e+14, 0, 0
-3.82230920455e+14, 0, 0
-3.80028168592e+14, 0, 0
-3.77857676413e+14, 0, 0
-3.75725093678e+14, 0, 0
-3.73634002245e+14, 0, 0
-3.7158679015e+14, 0, 0
-3.69584524163e+14, 0, 0
-3.67626700229e+14, 0, 0
-3.65711022768e+14, 0, 0
-3.63833266869e+14, 0, 0
-3.61987287533e+14, 0, 0
-3.60165041853e+14, 0, 0
-3.58276145806e+14, 0, 0
-3.56001140443e+14, 0, 0
-3.5336787016e+14, 0, 0
-3.51028519086e+14, 0, 0
-3.49303857828e+14, 0, 0
-3.48126131937e+14, 0, 0
-3.46986660083e+14, 0, 0
-3.45348441612e+14, 0, 0
-3.43408734786e+14, 0, 0
-3.41423266096e+14, 0, 0
-3.39412917211e+14, 0, 0
-3.37381491119e+14, 0, 0
-3.35334136255e+14, 0, 0
-3.33277262891e+14, 0, 0
-3.31218487766e+14, 0, 0
-3.29166640386e+14, 0, 0
-3.2713001492e+14, 0, 0
-3.25116468805e+14, 0, 0
-3.23134784045e+14, 0, 0
-3.21194722427e+14, 0, 0
-3.1930628025e+14, 0, 0
-3.17477165418e+14, 0, 0
-3.15713783128e+14, 0, 0
-3.14020881791e+14, 0, 0
-3.12399290556e+14, 0, 0
-3.10843834449e+14, 0, 0
-3.09344908219e+14, 0, 0
-3.07815150138e+14, 0, 0
-3.05863370114e+14, 0, 0
-3.03313928108e+14, 0, 0
-3.0068331004e+14, 0, 0
-2.9866538958e+14, 0, 0
-2.97431533778e+14, 0, 0
-2.96877519629e+14, 0, 0
-2.96475085328e+14, 0, 0
-2.95479649058e+14, 0, 0
-2.93871517866e+14, 0, 0
-2.92055921547e+14, 0, 0
-2.90195961214e+14, 0, 0
-2.88302533864e+14, 0, 0
-2.86384880668e+14, 0, 0
-2.84452617411e+14, 0, 0
-2.82515955091e+14, 0, 0
-2.80585449346e+14, 0, 0
-2.7867025827e+14, 0, 0
-2.76779546779e+14, 0, 0
-2.74923626218e+14, 0, 0
-2.73113873685e+14, 0, 0
-2.71360291641e+14, 0, 0
-2.69672344129e+14, 0, 0
-2.68058447923e+14, 0, 0
-2.66449504306e+14, 0, 0
-2.64618529526e+14, 0, 0
-2.62440290145e+14, 0, 0
-2.6022311311e+14, 0, 0
-2.58383195262e+14, 0, 0
-2.57066945302e+14, 0, 0
-2.56267051352e+14, 0, 0
-2.55865401951e+14, 0, 0
-2.55496970216e+14, 0, 0
-2.54702038772e+14, 0, 0
-2.53426190916e+14, 0, 0
-2.51892274125e+14, 0, 0
-2.50273805273e+14, 0, 0
-2.48591163367e+14, 0, 0
-2.46856379326e+14, 0, 0
-2.45081991581e+14, 0, 0
-2.43280185281e+14, 0, 0
-2.41463251017e+14, 0, 0
-2.39642968554e+14, 0, 0
-2.37801393484e+14, 0, 0
-2.35732457148e+14, 0, 0
-2.332385142e+14, 0, 0
-2.30304922575e+14, 0, 0
-2.27283858277e+14, 0, 0
-2.24689977714e+14, 0, 0
-2.22730925434e+14, 0, 0
-2.21487714824e+14, 0, 0
-2.20912719034e+14, 0, 0
-2.2086232906e+14, 0, 0
-2.20978801796e+14, 0, 0
-2.207483449e+14, 0, 0
-2.20079594982e+14, 0, 0
-2.19147813526e+14, 0, 0
-2.18159704229e+14, 0, 0
-2.17129634813e+14, 0, 0
-2.16030949949e+14, 0, 0
-2.14851543598e+14, 0, 0
-2.13590006917e+14, 0, 0
-2.12252650124e+14, 0, 0
-2.10850262808e+14, 0, 0
-2.09395656464e+14, 0, 0
-2.07425637177e+14, 0, 0
-1.97344265343e+14, 0, 0
-1.95906341306e+14, 0, 0
-1.94464318228e+14, 0, 0
-1.930228226e+14, 0, 0
-1.91590030867e+14, 0, 0
-1.90173542681e+14, 0, 0
-1.88781812999e+14, 0, 0
-1.87422747785e+14, 0, 0
-1.86105362291e+14, 0, 0
-1.84841421838e+14, 0, 0
-1.83640275055e+14, 0, 0
-1.82508224622e+14, 0, 0
-1.81472902888e+14, 0, 0
-nan, 0, 0
-1.85397650259e+14, 0, 0
-1.8403020084e+14, 0, 0
-1.82310046385e+14, 0, 0
-1.80313839779e+14, 0, 0
-1.78351540571e+14, 0, 0
-1.76644171532e+14, 0, 0
-1.75278585687e+14, 0, 0
-1.74313577522e+14, 0, 0
-1.7374002266e+14, 0, 0
-1.73494886792e+14, 0, 0
-1.7382942513e+14, 0, 0
-9.51883273277e+13, 0, 0
-nan, 0, 0
-nan, 0, 0
-8.71751367162e+13, 0, 0
-8.76878989973e+13, 0, 0
-8.81816821103e+13, 0, 0
-8.86367698717e+13, 0, 0
-8.89717101227e+13, 0, 0
-8.90592230027e+13, 0, 0
-8.89059566841e+13, 0, 0
-8.87216104151e+13, 0, 0
-8.8720014812e+13, 0, 0
-8.89876776824e+13, 0, 0
-8.95678460756e+13, 0, 0
-9.04157585461e+13, 0, 0
-9.13405703159e+13, 0, 0
-9.21307768496e+13, 0, 0
-9.28006512822e+13, 0, 0
-9.92581924775e+13, 0, 0
-1.0333745489e+14, 0, 0
-1.0444221151e+14, 0, 0
-1.05403040045e+14, 0, 0
-1.06346112371e+14, 0, 0
-1.07301969298e+14, 0, 0
-1.08267988618e+14, 0, 0
-1.09236313031e+14, 0, 0
-1.10200255265e+14, 0, 0
-1.11153959731e+14, 0, 0
-1.12091827053e+14, 0, 0
-1.13008841536e+14, 0, 0
-1.13899948407e+14, 0, 0
-1.14761410997e+14, 0, 0
-1.15590192298e+14, 0, 0
-1.1638343184e+14, 0, 0
-1.17138259128e+14, 0, 0
-1.17852527867e+14, 0, 0
-1.18525855002e+14, 0, 0
-1.19160605371e+14, 0, 0
-1.1975076959e+14, 0, 0
-1.20226085013e+14, 0, 0
-1.20505326443e+14, 0, 0
-1.20556927078e+14, 0, 0
-1.20474450262e+14, 0, 0
-1.20490805143e+14, 0, 0
-1.20763771624e+14, 0, 0
-1.21362829012e+14, 0, 0
-1.22334316866e+14, 0, 0
-1.23672021546e+14, 0, 0
-1.2533640191e+14, 0, 0
-1.27249279068e+14, 0, 0
-1.29226386333e+14, 0, 0
-1.31049775559e+14, 0, 0
-1.32650774166e+14, 0, 0
-1.34068885895e+14, 0, 0
-1.35389866701e+14, 0, 0
-1.36697149096e+14, 0, 0
-1.38001079096e+14, 0, 0
-1.39294606585e+14, 0, 0
-1.40570657055e+14, 0, 0
-1.41821817371e+14, 0, 0
-1.42993723874e+14, 0, 0
-1.4396003226e+14, 0, 0
-1.44787156217e+14, 0, 0
-1.45720388981e+14, 0, 0
-1.46875454501e+14, 0, 0
-1.48227257365e+14, 0, 0
-1.49541997893e+14, 0, 0
-1.50646210804e+14, 0, 0
-1.51647662253e+14, 0, 0
-1.52653313257e+14, 0, 0
-1.53687318832e+14, 0, 0
-1.5476532291e+14, 0, 0
-1.55900434153e+14, 0, 0
-1.57102605359e+14, 0, 0
-1.58378183358e+14, 0, 0
-1.59729219304e+14, 0, 0
-1.61140404254e+14, 0, 0
-1.62491786132e+14, 0, 0
-1.63645248583e+14, 0, 0
-1.64572958411e+14, 0, 0
-1.65440447373e+14, 0, 0
-1.66527406529e+14, 0, 0
-1.67948498477e+14, 0, 0
-1.6975333466e+14, 0, 0
-1.71935788982e+14, 0, 0
-1.74424315211e+14, 0, 0
-1.77033291415e+14, 0, 0
-1.7944403093e+14, 0, 0
-1.81542328274e+14, 0, 0
-1.83413138619e+14, 0, 0
-1.85195746275e+14, 0, 0
-1.86961771787e+14, 0, 0
-1.88713685415e+14, 0, 0
-1.90451647327e+14, 0, 0
-1.92177591068e+14, 0, 0
-1.93894953384e+14, 0, 0
-1.95608362408e+14, 0, 0
-1.97323622224e+14, 0, 0
-1.99047842723e+14, 0, 0
-2.0079007386e+14, 0, 0
-2.02560571452e+14, 0, 0
-2.0436870396e+14, 0, 0
-2.06222511783e+14, 0, 0
-2.08128391759e+14, 0, 0
-2.10090767659e+14, 0, 0
-2.12112325489e+14, 0, 0
-2.14194050656e+14, 0, 0
-2.16335464823e+14, 0, 0
-2.1853493748e+14, 0, 0
-2.20789822885e+14, 0, 0
-2.23096233198e+14, 0, 0
-2.25449122862e+14, 0, 0
-2.27843051181e+14, 0, 0
-2.30272946055e+14, 0, 0
-2.32734229558e+14, 0, 0
-2.35222817009e+14, 0, 0
-2.37734749841e+14, 0, 0
-2.40266381285e+14, 0, 0
-2.42814755629e+14, 0, 0
-2.45377711678e+14, 0, 0
-2.47953813027e+14, 0, 0
-2.50542308069e+14, 0, 0
-2.531249661e+14, 0, 0
-2.55565367609e+14, 0, 0
-2.5772489429e+14, 0, 0
-2.5976039939e+14, 0, 0
-2.62018981556e+14, 0, 0
-2.64673580891e+14, 0, 0
-2.67753152484e+14, 0, 0
-2.71114443211e+14, 0, 0
-2.74368014502e+14, 0, 0
-2.77343951595e+14, 0, 0
-2.80197124226e+14, 0, 0
-2.83069720465e+14, 0, 0
-2.85984584381e+14, 0, 0
-2.88943278288e+14, 0, 0
-2.91946581115e+14, 0, 0
-2.94994474573e+14, 0, 0
-2.98086179924e+14, 0, 0
-3.01220245972e+14, 0, 0
-3.04394604386e+14, 0, 0
-3.07606475086e+14, 0, 0
-3.10852503048e+14, 0, 0
-3.14128971881e+14, 0, 0
-3.17431940181e+14, 0, 0
-3.20757253011e+14, 0, 0
-3.24100734594e+14, 0, 0
-3.27458423627e+14, 0, 0
-3.30826475598e+14, 0, 0
-3.34201175223e+14, 0, 0
-3.37578956924e+14, 0, 0
-3.40956515635e+14, 0, 0
-3.443309527e+14, 0, 0
-3.47699631561e+14, 0, 0
-3.51060373687e+14, 0, 0
-3.54411355431e+14, 0, 0
-3.57750947857e+14, 0, 0
-3.61077682252e+14, 0, 0
-3.64390216222e+14, 0, 0
-3.67687298045e+14, 0, 0
-3.70967749342e+14, 0, 0
-3.74230473609e+14, 0, 0
-3.77474375981e+14, 0, 0
-3.80698317915e+14, 0, 0
-3.83901089335e+14, 0, 0
-3.87081387506e+14, 0, 0
-3.90237795455e+14, 0, 0
-3.93368761975e+14, 0, 0
-3.9647254345e+14, 0, 0
-3.99547146633e+14, 0, 0
-4.02590391579e+14, 0, 0
-4.05599906963e+14, 0, 0
-4.08573123851e+14, 0, 0
-4.11507305381e+14, 0, 0
-4.14399544517e+14, 0, 0
-4.17246757164e+14, 0, 0
-4.20045724837e+14, 0, 0
-4.2279311862e+14, 0, 0
-4.25485520171e+14, 0, 0
